"","sale.date","sales.rep","rep.sex","rep.region","rep.feedback","wine","type","cost","unit.price","units.sold","recipt","expenses","year"
"2783",2013-06-25,"Lolita Wass",0,"Central",5,"Cabernet Sauvignon","red",3.624,11.65,12,139.8,6.34,2013
"3761",2013-06-25,"Eura Begay",0,"North",5,"Pinot Gris","white",3.741,13.42,13,174.46,6.63,2013
"8920",2013-06-25,"Jewel Copas",1,"South",7,"Chardonnay","white",3.15,10.38,12,124.56,4.9495,2013
"4619",2013-06-26,"Dannette Saltsman",0,"Central",7,"Pinot Gris","white",3.741,12.04,16,192.64,6.56,2013
"6956",2013-06-26,"Virgilio Mcelligott",1,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,22,256.3,7.91,2013
"3788",2013-06-26,"Kym Velarde",0,"East",5,"Cabernet Sauvignon","red",3.624,12.08,23,277.84,7.287,2013
"5676",2013-06-27,"Dannette Saltsman",0,"Central",5,"Pinot Gris","white",3.741,12.04,19,228.76,7.81,2013
"7010",2013-06-27,"Tori Hastie",0,"South",3,"Chardonnay","white",3.15,10.38,13,134.94,5.472,2013
"1197",2013-06-27,"Bianca Suchan",0,"West",5,"Chardonnay","white",3.15,10.5,26,273,7.1196,2013
"7428",2013-06-27,"Lesia Belt",0,"West",6,"Chardonnay","white",3.15,10.5,18,189,6.6402,2013
"8390",2013-06-28,"Eura Begay",0,"North",7,"Merlot","red",2.229,8.38,26,217.88,4.91,2013
"6018",2013-06-28,"Shameka Mertes",0,"North",4,"Merlot","red",2.229,8.38,13,108.94,5.08,2013
"3067",2013-06-28,"Lavera Mccallie",0,"South",6,"Merlot","red",2.229,7.31,17,124.27,4.7405,2013
"7671",2013-06-28,"Tori Hastie",0,"South",7,"Merlot","red",2.229,7.31,5,36.55,3.496,2013
"8170",2013-06-28,"Tori Hastie",0,"South",5,"Merlot","red",2.229,7.31,11,80.41,3.515,2013
"5915",2013-06-28,"Tori Hastie",0,"South",5,"Shiraz","red",6.051,20.05,20,401,10.203,2013
"2769",2013-06-28,"Bianca Suchan",0,"West",7,"Merlot","red",2.229,7.43,8,59.44,4.0698,2013
"6982",2013-06-28,"Vicki Kilkenny",0,"West",7,"Merlot","red",2.229,7.43,9,66.87,3.774,2013
"2857",2013-06-29,"Lolita Wass",0,"Central",4,"Pinot Gris","white",3.741,12.04,15,180.6,7.15,2013
"2196",2013-06-29,"Ben Gerry",1,"East",5,"Riesling","white",2.097,6.99,25,174.75,5.04,2013
"998",2013-06-29,"Kym Velarde",0,"East",4,"Pinot Gris","white",3.741,12.47,11,137.17,6.7095,2013
"8198",2013-06-29,"Bianca Suchan",0,"West",5,"Chardonnay","white",3.15,10.5,11,115.5,5.4366,2013
"6730",2013-06-30,"Kym Velarde",0,"East",7,"Chardonnay","white",3.15,10.5,6,63,4.6935,2013
"7241",2013-06-30,"Jewel Copas",1,"South",4,"Merlot","red",2.229,7.31,7,51.17,3.762,2013
"9586",2013-07-01,"Jewel Copas",1,"South",7,"Merlot","red",2.229,7.31,26,190.06,5.13,2013
"2538",2013-07-01,"Bianca Suchan",0,"West",4,"Merlot","red",2.229,7.43,27,200.61,5.2632,2013
"7240",2013-07-01,"Lesia Belt",0,"West",6,"Shiraz","red",6.051,20.17,17,342.89,10.3122,2013
"69",2013-07-02,"Nilda Hypolite",0,"Central",5,"Sauvignon Blanc","white",2.697,8.56,13,111.28,4.69,2013
"5485",2013-07-02,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,9,66.87,4.3785,2013
"9599",2013-07-02,"Kym Velarde",0,"East",7,"Cabernet Sauvignon","red",3.624,12.08,23,277.84,8.022,2013
"4320",2013-07-02,"Kym Velarde",0,"East",6,"Shiraz","red",6.051,20.17,13,262.21,11.424,2013
"8686",2013-07-02,"Yolando Galicia",0,"North",7,"Pinot Gris","white",3.741,13.42,12,161.04,7.32,2013
"4164",2013-07-02,"Bianca Suchan",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,10,120.8,5.6406,2013
"3207",2013-07-03,"Nilda Hypolite",0,"Central",7,"Merlot","red",2.229,7,9,63,3.64,2013
"3283",2013-07-03,"Aiko Hamsher",0,"East",6,"Pinot Gris","white",3.741,12.47,34,423.98,8.988,2013
"5014",2013-07-03,"Aiko Hamsher",0,"East",7,"Shiraz","red",6.051,20.17,21,423.57,11.109,2013
"6986",2013-07-04,"Eura Begay",0,"North",5,"Merlot","red",2.229,8.38,41,343.58,7.53,2013
"4704",2013-07-04,"Yolando Galicia",0,"North",6,"Sauvignon Blanc","white",2.697,9.94,6,59.64,4.74,2013
"7208",2013-07-04,"Jewel Copas",1,"South",7,"Cabernet Sauvignon","red",3.624,11.96,14,167.44,6.137,2013
"9807",2013-07-04,"Jewel Copas",1,"South",5,"Merlot","red",2.229,7.31,15,109.65,4.5315,2013
"5662",2013-07-04,"Tori Hastie",0,"South",7,"Sauvignon Blanc","white",2.697,8.87,12,106.44,5.0255,2013
"224",2013-07-05,"Nilda Hypolite",0,"Central",4,"Merlot","red",2.229,7,17,119,4.61,2013
"3843",2013-07-05,"Virgilio Mcelligott",1,"Central",7,"Chardonnay","white",3.15,10.07,5,50.35,5.76,2013
"1997",2013-07-05,"Karry Noell",0,"East",7,"Merlot","red",2.229,7.43,12,89.16,4.284,2013
"6279",2013-07-05,"Karry Noell",0,"East",5,"Riesling","white",2.097,6.99,10,69.9,4.1685,2013
"59",2013-07-05,"Deloras Mcfetridge",0,"West",8,"Sauvignon Blanc","white",2.697,8.99,21,188.79,5.2734,2013
"4879",2013-07-06,"Karry Noell",0,"East",6,"Pinot Gris","white",3.741,12.47,8,99.76,6.111,2013
"6473",2013-07-06,"Eura Begay",0,"North",6,"Cabernet Sauvignon","red",3.624,13.03,16,208.48,6.91,2013
"8177",2013-07-06,"Shameka Mertes",0,"North",5,"Cabernet Sauvignon","red",3.624,13.03,10,130.3,6.14,2013
"5293",2013-07-06,"Shameka Mertes",0,"North",6,"Merlot","red",2.229,8.38,8,67.04,4.11,2013
"4390",2013-07-06,"Shameka Mertes",0,"North",7,"Shiraz","red",6.051,21.12,21,443.52,9.69,2013
"2280",2013-07-07,"Virgilio Mcelligott",1,"Central",6,"Chardonnay","white",3.15,10.07,10,100.7,5.13,2013
"3969",2013-07-07,"Eura Begay",0,"North",8,"Merlot","red",2.229,8.38,27,226.26,4.97,2013
"4787",2013-07-08,"Virgilio Mcelligott",1,"Central",6,"Merlot","red",2.229,7,16,112,4.75,2013
"4509",2013-07-08,"Karry Noell",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,15,181.2,6.6255,2013
"5254",2013-07-08,"Clement Arias",1,"North",5,"Riesling","white",2.097,7.94,16,127.04,4.49,2013
"3662",2013-07-08,"Clement Arias",1,"North",6,"Shiraz","red",6.051,21.12,23,485.76,10.96,2013
"4021",2013-07-08,"Jewel Copas",1,"South",6,"Merlot","red",2.229,7.31,19,138.89,4.6455,2013
"8074",2013-07-08,"Tori Hastie",0,"South",3,"Cabernet Sauvignon","red",3.624,11.96,8,95.68,5.814,2013
"9604",2013-07-08,"Tori Hastie",0,"South",6,"Chardonnay","white",3.15,10.38,7,72.66,5.4815,2013
"6870",2013-07-08,"Bianca Suchan",0,"West",5,"Pinot Gris","white",3.741,12.47,9,112.23,7.2114,2013
"3768",2013-07-09,"Dannette Saltsman",0,"Central",7,"Pinot Gris","white",3.741,12.04,13,156.52,6.18,2013
"7075",2013-07-09,"Virgilio Mcelligott",1,"Central",7,"Cabernet Sauvignon","red",3.624,11.65,10,116.5,6.1,2013
"6025",2013-07-09,"Lavera Mccallie",0,"South",5,"Chardonnay","white",3.15,10.38,41,425.58,7.9135,2013
"6276",2013-07-09,"Lavera Mccallie",0,"South",7,"Chardonnay","white",3.15,10.38,13,134.94,5.757,2013
"5840",2013-07-09,"Tori Hastie",0,"South",3,"Sauvignon Blanc","white",2.697,8.87,12,106.44,4.7785,2013
"6385",2013-07-09,"Lesia Belt",0,"West",7,"Chardonnay","white",3.15,10.5,8,84,5.6814,2013
"1564",2013-07-10,"Dannette Saltsman",0,"Central",7,"Merlot","red",2.229,7,10,70,3.57,2013
"2080",2013-07-10,"Virgilio Mcelligott",1,"Central",7,"Chardonnay","white",3.15,10.07,14,140.98,5.9,2013
"3316",2013-07-10,"Virgilio Mcelligott",1,"Central",6,"Shiraz","red",6.051,19.74,16,315.84,10.53,2013
"1867",2013-07-10,"Aiko Hamsher",0,"East",7,"Cabernet Sauvignon","red",3.624,12.08,14,169.12,7.329,2013
"9044",2013-07-10,"Lesia Belt",0,"West",5,"Cabernet Sauvignon","red",3.624,12.08,10,120.8,5.3856,2013
"7514",2013-07-11,"Ben Gerry",1,"East",6,"Sauvignon Blanc","white",2.697,8.99,19,170.81,5.7645,2013
"1446",2013-07-11,"Shameka Mertes",0,"North",6,"Merlot","red",2.229,8.38,14,117.32,5.2,2013
"3066",2013-07-11,"Shameka Mertes",0,"North",7,"Merlot","red",2.229,8.38,10,83.8,3.46,2013
"3762",2013-07-11,"Shameka Mertes",0,"North",5,"Merlot","red",2.229,8.38,6,50.28,3.7,2013
"5699",2013-07-11,"Vicki Kilkenny",0,"West",6,"Chardonnay","white",3.15,10.5,3,31.5,5.1204,2013
"455",2013-07-12,"Aiko Hamsher",0,"East",7,"Merlot","red",2.229,7.43,32,237.76,6.426,2013
"8886",2013-07-12,"Clement Arias",1,"North",7,"Merlot","red",2.229,8.38,8,67.04,4.32,2013
"7245",2013-07-12,"Tori Hastie",0,"South",7,"Pinot Gris","white",3.741,12.35,13,160.55,6.7545,2013
"7623",2013-07-12,"Tori Hastie",0,"South",6,"Pinot Gris","white",3.741,12.35,27,333.45,7.7235,2013
"4993",2013-07-12,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,5,37.15,3.8964,2013
"5852",2013-07-13,"Dannette Saltsman",0,"Central",4,"Pinot Gris","white",3.741,12.04,15,180.6,7.66,2013
"1686",2013-07-13,"Virgilio Mcelligott",1,"Central",7,"Sauvignon Blanc","white",2.697,8.56,8,68.48,4.3,2013
"9600",2013-07-13,"Virgilio Mcelligott",1,"Central",6,"Shiraz","red",6.051,19.74,15,296.1,10.92,2013
"388",2013-07-13,"Kym Velarde",0,"East",5,"Chardonnay","white",3.15,10.5,14,147,6.1005,2013
"6903",2013-07-13,"Kym Velarde",0,"East",7,"Riesling","white",2.097,6.99,17,118.83,4.578,2013
"1147",2013-07-13,"Eura Begay",0,"North",8,"Chardonnay","white",3.15,11.45,31,354.95,6.78,2013
"4823",2013-07-13,"Tori Hastie",0,"South",6,"Chardonnay","white",3.15,10.38,15,155.7,5.738,2013
"993",2013-07-14,"Clement Arias",1,"North",8,"Pinot Gris","white",3.741,13.42,18,241.56,7.2,2013
"2985",2013-07-14,"Tori Hastie",0,"South",5,"Chardonnay","white",3.15,10.38,12,124.56,4.9685,2013
"7064",2013-07-14,"Deloras Mcfetridge",0,"West",7,"Chardonnay","white",3.15,10.5,29,304.5,6.0384,2013
"8604",2013-07-15,"Lolita Wass",0,"Central",6,"Merlot","red",2.229,7,13,91,4.81,2013
"1127",2013-07-15,"Aiko Hamsher",0,"East",4,"Merlot","red",2.229,7.43,18,133.74,4.998,2013
"6471",2013-07-15,"Aiko Hamsher",0,"East",5,"Shiraz","red",6.051,20.17,9,181.53,11.466,2013
"6199",2013-07-15,"Eura Begay",0,"North",7,"Pinot Gris","white",3.741,13.42,9,120.78,6.95,2013
"5505",2013-07-15,"Tori Hastie",0,"South",8,"Chardonnay","white",3.15,10.38,23,238.74,5.9755,2013
"8461",2013-07-15,"Bianca Suchan",0,"West",4,"Merlot","red",2.229,7.43,14,104.02,5.4468,2013
"344",2013-07-16,"Dannette Saltsman",0,"Central",7,"Pinot Gris","white",3.741,12.04,13,156.52,6.91,2013
"6961",2013-07-16,"Aiko Hamsher",0,"East",7,"Cabernet Sauvignon","red",3.624,12.08,20,241.6,6.825,2013
"1542",2013-07-16,"Clement Arias",1,"North",6,"Pinot Gris","white",3.741,13.42,7,93.94,5.76,2013
"8203",2013-07-17,"Virgilio Mcelligott",1,"Central",5,"Merlot","red",2.229,7,9,63,4.69,2013
"1005",2013-07-17,"Aiko Hamsher",0,"East",7,"Sauvignon Blanc","white",2.697,8.99,13,116.87,5.3865,2013
"9226",2013-07-17,"Shameka Mertes",0,"North",7,"Chardonnay","white",3.15,11.45,18,206.1,5.84,2013
"1459",2013-07-17,"Yolando Galicia",0,"North",6,"Chardonnay","white",3.15,11.45,24,274.8,6.87,2013
"5379",2013-07-18,"Nilda Hypolite",0,"Central",7,"Cabernet Sauvignon","red",3.624,11.65,13,151.45,5.7,2013
"7669",2013-07-18,"Aiko Hamsher",0,"East",7,"Merlot","red",2.229,7.43,13,96.59,4.8825,2013
"9338",2013-07-18,"Ben Gerry",1,"East",5,"Riesling","white",2.097,6.99,15,104.85,4.725,2013
"8412",2013-07-18,"Eura Begay",0,"North",8,"Chardonnay","white",3.15,11.45,11,125.95,5.92,2013
"80",2013-07-18,"Yolando Galicia",0,"North",7,"Cabernet Sauvignon","red",3.624,13.03,29,377.87,8.17,2013
"289",2013-07-18,"Deloras Mcfetridge",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,10,120.8,6.8544,2013
"5577",2013-07-19,"Lolita Wass",0,"Central",7,"Merlot","red",2.229,7,16,112,4.64,2013
"8831",2013-07-19,"Nilda Hypolite",0,"Central",6,"Riesling","white",2.097,6.56,20,131.2,4.89,2013
"5331",2013-07-19,"Aiko Hamsher",0,"East",4,"Pinot Gris","white",3.741,12.47,20,249.4,7.4865,2013
"1749",2013-07-19,"Karry Noell",0,"East",4,"Pinot Gris","white",3.741,12.47,14,174.58,6.216,2013
"7331",2013-07-19,"Eura Begay",0,"North",6,"Merlot","red",2.229,8.38,21,175.98,4.67,2013
"8082",2013-07-19,"Tori Hastie",0,"South",6,"Chardonnay","white",3.15,10.38,10,103.8,5.852,2013
"4742",2013-07-20,"Dannette Saltsman",0,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,12,139.8,6.68,2013
"2929",2013-07-20,"Nilda Hypolite",0,"Central",8,"Cabernet Sauvignon","red",3.624,11.65,10,116.5,6.11,2013
"1590",2013-07-20,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,22,163.46,5.7855,2013
"7338",2013-07-20,"Ben Gerry",1,"East",5,"Cabernet Sauvignon","red",3.624,12.08,12,144.96,7.014,2013
"6707",2013-07-20,"Ben Gerry",1,"East",6,"Chardonnay","white",3.15,10.5,13,136.5,5.8485,2013
"9942",2013-07-20,"Ben Gerry",1,"East",5,"Shiraz","red",6.051,20.17,29,584.93,11.7705,2013
"502",2013-07-20,"Karry Noell",0,"East",7,"Merlot","red",2.229,7.43,27,200.61,5.838,2013
"4168",2013-07-20,"Karry Noell",0,"East",7,"Sauvignon Blanc","white",2.697,8.99,7,62.93,4.221,2013
"5397",2013-07-20,"Yolando Galicia",0,"North",6,"Cabernet Sauvignon","red",3.624,13.03,14,182.42,6.29,2013
"5859",2013-07-20,"Bianca Suchan",0,"West",7,"Chardonnay","white",3.15,10.5,24,252,6.7116,2013
"9719",2013-07-20,"Deloras Mcfetridge",0,"West",7,"Merlot","red",2.229,7.43,6,44.58,3.5394,2013
"897",2013-07-21,"Aiko Hamsher",0,"East",7,"Merlot","red",2.229,7.43,6,44.58,4.5885,2013
"1911",2013-07-21,"Ben Gerry",1,"East",5,"Chardonnay","white",3.15,10.5,12,126,6.3,2013
"4511",2013-07-21,"Yolando Galicia",0,"North",5,"Cabernet Sauvignon","red",3.624,13.03,15,195.45,7.2,2013
"3448",2013-07-21,"Vicki Kilkenny",0,"West",5,"Merlot","red",2.229,7.43,13,96.59,4.0494,2013
"8294",2013-07-22,"Karry Noell",0,"East",6,"Merlot","red",2.229,7.43,8,59.44,4.116,2013
"4271",2013-07-22,"Clement Arias",1,"North",6,"Riesling","white",2.097,7.94,10,79.4,4.18,2013
"7157",2013-07-22,"Jewel Copas",1,"South",8,"Merlot","red",2.229,7.31,11,80.41,3.7335,2013
"5906",2013-07-22,"Deloras Mcfetridge",0,"West",7,"Cabernet Sauvignon","red",3.624,12.08,10,120.8,6.3954,2013
"4258",2013-07-23,"Dannette Saltsman",0,"Central",6,"Merlot","red",2.229,7,23,161,5.07,2013
"4477",2013-07-23,"Dannette Saltsman",0,"Central",7,"Merlot","red",2.229,7,14,98,4.29,2013
"739",2013-07-23,"Kym Velarde",0,"East",5,"Pinot Gris","white",3.741,12.47,39,486.33,8.3895,2013
"4997",2013-07-23,"Bianca Suchan",0,"West",6,"Riesling","white",2.097,6.99,13,90.87,4.0086,2013
"5194",2013-07-24,"Dannette Saltsman",0,"Central",6,"Pinot Gris","white",3.741,12.04,11,132.44,6.75,2013
"6838",2013-07-24,"Aiko Hamsher",0,"East",6,"Merlot","red",2.229,7.43,11,81.73,4.494,2013
"2047",2013-07-24,"Ben Gerry",1,"East",8,"Chardonnay","white",3.15,10.5,17,178.5,6.7725,2013
"9575",2013-07-24,"Kym Velarde",0,"East",5,"Cabernet Sauvignon","red",3.624,12.08,23,277.84,7.1925,2013
"5027",2013-07-24,"Kym Velarde",0,"East",7,"Merlot","red",2.229,7.43,14,104.02,4.9875,2013
"837",2013-07-24,"Jewel Copas",1,"South",8,"Merlot","red",2.229,7.31,13,95.03,3.724,2013
"2557",2013-07-24,"Mamie Fullington",0,"South",5,"Merlot","red",2.229,7.31,5,36.55,3.2015,2013
"5917",2013-07-24,"Mamie Fullington",0,"South",6,"Merlot","red",2.229,7.31,10,73.1,4.123,2013
"1891",2013-07-24,"Deloras Mcfetridge",0,"West",7,"Merlot","red",2.229,7.43,21,156.03,3.8454,2013
"2796",2013-07-25,"Deloras Mcfetridge",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,28,338.24,7.446,2013
"4999",2013-07-25,"Vicki Kilkenny",0,"West",5,"Merlot","red",2.229,7.43,18,133.74,4.8348,2013
"4116",2013-07-26,"Dannette Saltsman",0,"Central",6,"Sauvignon Blanc","white",2.697,8.56,11,94.16,4.87,2013
"3828",2013-07-26,"Eura Begay",0,"North",8,"Merlot","red",2.229,8.38,13,108.94,4.15,2013
"2775",2013-07-26,"Yolando Galicia",0,"North",7,"Riesling","white",2.097,7.94,9,71.46,3.96,2013
"5861",2013-07-26,"Jewel Copas",1,"South",6,"Merlot","red",2.229,7.31,13,95.03,3.933,2013
"8955",2013-07-26,"Lavera Mccallie",0,"South",6,"Sauvignon Blanc","white",2.697,8.87,14,124.18,4.6645,2013
"9124",2013-07-26,"Bianca Suchan",0,"West",5,"Chardonnay","white",3.15,10.5,11,115.5,5.4264,2013
"1271",2013-07-26,"Deloras Mcfetridge",0,"West",5,"Pinot Gris","white",3.741,12.47,22,274.34,7.2726,2013
"3116",2013-07-27,"Aiko Hamsher",0,"East",5,"Riesling","white",2.097,6.99,19,132.81,4.9875,2013
"9985",2013-07-27,"Ben Gerry",1,"East",5,"Sauvignon Blanc","white",2.697,8.99,11,98.89,4.2945,2013
"663",2013-07-27,"Kym Velarde",0,"East",8,"Cabernet Sauvignon","red",3.624,12.08,14,169.12,6.615,2013
"4508",2013-07-27,"Kym Velarde",0,"East",6,"Chardonnay","white",3.15,10.5,15,157.5,6.6255,2013
"9826",2013-07-27,"Kym Velarde",0,"East",8,"Chardonnay","white",3.15,10.5,16,168,6.2475,2013
"8321",2013-07-27,"Kym Velarde",0,"East",6,"Merlot","red",2.229,7.43,6,44.58,3.801,2013
"5441",2013-07-27,"Clement Arias",1,"North",5,"Cabernet Sauvignon","red",3.624,13.03,17,221.51,7.34,2013
"1661",2013-07-27,"Deloras Mcfetridge",0,"West",6,"Pinot Gris","white",3.741,12.47,15,187.05,6.2424,2013
"2896",2013-07-27,"Vicki Kilkenny",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,6,72.48,6.5688,2013
"6459",2013-07-28,"Eura Begay",0,"North",6,"Merlot","red",2.229,8.38,13,108.94,4.65,2013
"4378",2013-07-28,"Jewel Copas",1,"South",5,"Merlot","red",2.229,7.31,11,80.41,3.781,2013
"5339",2013-07-29,"Nilda Hypolite",0,"Central",5,"Cabernet Sauvignon","red",3.624,11.65,13,151.45,6.31,2013
"4315",2013-07-29,"Karry Noell",0,"East",7,"Sauvignon Blanc","white",2.697,8.99,7,62.93,4.851,2013
"9025",2013-07-29,"Eura Begay",0,"North",4,"Pinot Gris","white",3.741,13.42,27,362.34,7.89,2013
"7588",2013-07-29,"Shameka Mertes",0,"North",6,"Chardonnay","white",3.15,11.45,17,194.65,5.43,2013
"1875",2013-07-29,"Tori Hastie",0,"South",6,"Cabernet Sauvignon","red",3.624,11.96,21,251.16,5.9185,2013
"7195",2013-07-30,"Aiko Hamsher",0,"East",6,"Pinot Gris","white",3.741,12.47,14,174.58,6.7305,2013
"9352",2013-07-30,"Yolando Galicia",0,"North",6,"Merlot","red",2.229,8.38,19,159.22,4.61,2013
"3438",2013-07-30,"Lesia Belt",0,"West",6,"Chardonnay","white",3.15,10.5,16,168,5.559,2013
"2121",2013-07-30,"Vicki Kilkenny",0,"West",7,"Cabernet Sauvignon","red",3.624,12.08,12,144.96,6.7422,2013
"6623",2013-07-31,"Eura Begay",0,"North",5,"Merlot","red",2.229,8.38,14,117.32,4.75,2013
"2829",2013-07-31,"Yolando Galicia",0,"North",7,"Merlot","red",2.229,8.38,17,142.46,5.87,2013
"4930",2013-07-31,"Tori Hastie",0,"South",7,"Merlot","red",2.229,7.31,18,131.58,4.2085,2013
"8280",2013-08-01,"Dannette Saltsman",0,"Central",6,"Chardonnay","white",3.15,10.07,24,241.68,6.25,2013
"3326",2013-08-01,"Kym Velarde",0,"East",5,"Sauvignon Blanc","white",2.697,8.99,24,215.76,7.2975,2013
"2373",2013-08-01,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,24,178.32,6.63,2013
"863",2013-08-01,"Bianca Suchan",0,"West",8,"Shiraz","red",6.051,20.17,9,181.53,8.5578,2013
"2779",2013-08-01,"Lesia Belt",0,"West",6,"Chardonnay","white",3.15,10.5,8,84,6.2118,2013
"3835",2013-08-01,"Lesia Belt",0,"West",6,"Chardonnay","white",3.15,10.5,7,73.5,5.5488,2013
"2393",2013-08-02,"Aiko Hamsher",0,"East",5,"Cabernet Sauvignon","red",3.624,12.08,13,157.04,5.9325,2013
"5723",2013-08-02,"Aiko Hamsher",0,"East",5,"Pinot Gris","white",3.741,12.47,19,236.93,6.972,2013
"2495",2013-08-02,"Aiko Hamsher",0,"East",6,"Sauvignon Blanc","white",2.697,8.99,11,98.89,5.4915,2013
"6871",2013-08-02,"Ben Gerry",1,"East",4,"Merlot","red",2.229,7.43,34,252.62,7.077,2013
"8212",2013-08-02,"Karry Noell",0,"East",7,"Pinot Gris","white",3.741,12.47,23,286.81,8.0535,2013
"7035",2013-08-02,"Jewel Copas",1,"South",7,"Merlot","red",2.229,7.31,34,248.54,6.65,2013
"7176",2013-08-02,"Lesia Belt",0,"West",6,"Chardonnay","white",3.15,10.5,11,115.5,6.1608,2013
"3889",2013-08-02,"Lesia Belt",0,"West",6,"Merlot","red",2.229,7.43,8,59.44,3.8046,2013
"7902",2013-08-02,"Lesia Belt",0,"West",5,"Pinot Gris","white",3.741,12.47,8,99.76,6.1302,2013
"5719",2013-08-03,"Virgilio Mcelligott",1,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,19,221.35,6.21,2013
"7750",2013-08-03,"Virgilio Mcelligott",1,"Central",7,"Chardonnay","white",3.15,10.07,10,100.7,6.43,2013
"8307",2013-08-03,"Virgilio Mcelligott",1,"Central",7,"Chardonnay","white",3.15,10.07,12,120.84,5.72,2013
"2098",2013-08-03,"Aiko Hamsher",0,"East",6,"Merlot","red",2.229,7.43,22,163.46,5.6385,2013
"8851",2013-08-03,"Aiko Hamsher",0,"East",7,"Pinot Gris","white",3.741,12.47,16,199.52,7.98,2013
"3968",2013-08-03,"Ben Gerry",1,"East",6,"Chardonnay","white",3.15,10.5,14,147,5.9745,2013
"4126",2013-08-03,"Ben Gerry",1,"East",6,"Shiraz","red",6.051,20.17,13,262.21,12.306,2013
"5747",2013-08-03,"Shameka Mertes",0,"North",6,"Chardonnay","white",3.15,11.45,14,160.3,5.98,2013
"8157",2013-08-03,"Shameka Mertes",0,"North",5,"Pinot Gris","white",3.741,13.42,13,174.46,7.14,2013
"920",2013-08-03,"Jewel Copas",1,"South",6,"Riesling","white",2.097,6.87,7,48.09,3.2015,2013
"7598",2013-08-03,"Bianca Suchan",0,"West",8,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,6.6912,2013
"1667",2013-08-04,"Clement Arias",1,"North",4,"Shiraz","red",6.051,21.12,18,380.16,11.13,2013
"5528",2013-08-04,"Shameka Mertes",0,"North",7,"Shiraz","red",6.051,21.12,26,549.12,11.3,2013
"6813",2013-08-04,"Bianca Suchan",0,"West",6,"Sauvignon Blanc","white",2.697,8.99,5,44.95,4.5084,2013
"4081",2013-08-05,"Virgilio Mcelligott",1,"Central",6,"Merlot","red",2.229,7,32,224,5.84,2013
"3313",2013-08-05,"Aiko Hamsher",0,"East",8,"Cabernet Sauvignon","red",3.624,12.08,23,277.84,7.896,2013
"6625",2013-08-05,"Lesia Belt",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,13,157.04,5.5998,2013
"5371",2013-08-06,"Kym Velarde",0,"East",6,"Chardonnay","white",3.15,10.5,10,105,5.2605,2013
"7287",2013-08-06,"Eura Begay",0,"North",6,"Merlot","red",2.229,8.38,17,142.46,4.6,2013
"9276",2013-08-06,"Lavera Mccallie",0,"South",6,"Cabernet Sauvignon","red",3.624,11.96,9,107.64,5.624,2013
"6666",2013-08-06,"Lavera Mccallie",0,"South",6,"Shiraz","red",6.051,20.05,20,401,9.9845,2013
"564",2013-08-06,"Tori Hastie",0,"South",6,"Sauvignon Blanc","white",2.697,8.87,9,79.83,4.6455,2013
"2715",2013-08-06,"Vicki Kilkenny",0,"West",6,"Pinot Gris","white",3.741,12.47,14,174.58,7.5582,2013
"173",2013-08-07,"Dannette Saltsman",0,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,13,151.45,6.58,2013
"9970",2013-08-07,"Dannette Saltsman",0,"Central",6,"Merlot","red",2.229,7,24,168,4.32,2013
"3473",2013-08-07,"Lolita Wass",0,"Central",6,"Shiraz","red",6.051,19.74,29,572.46,11.09,2013
"5608",2013-08-07,"Aiko Hamsher",0,"East",7,"Chardonnay","white",3.15,10.5,20,210,6.888,2013
"9634",2013-08-07,"Shameka Mertes",0,"North",6,"Merlot","red",2.229,8.38,15,125.7,4.37,2013
"479",2013-08-07,"Shameka Mertes",0,"North",5,"Pinot Gris","white",3.741,13.42,30,402.6,7.44,2013
"9694",2013-08-07,"Deloras Mcfetridge",0,"West",8,"Chardonnay","white",3.15,10.5,15,157.5,5.6304,2013
"7611",2013-08-07,"Vicki Kilkenny",0,"West",6,"Merlot","red",2.229,7.43,28,208.04,5.9262,2013
"1806",2013-08-08,"Dannette Saltsman",0,"Central",7,"Pinot Gris","white",3.741,12.04,24,288.96,7.45,2013
"5605",2013-08-08,"Karry Noell",0,"East",8,"Cabernet Sauvignon","red",3.624,12.08,19,229.52,7.2555,2013
"3395",2013-08-08,"Kym Velarde",0,"East",5,"Cabernet Sauvignon","red",3.624,12.08,12,144.96,5.628,2013
"6215",2013-08-08,"Kym Velarde",0,"East",8,"Pinot Gris","white",3.741,12.47,9,112.23,6.342,2013
"1046",2013-08-08,"Clement Arias",1,"North",6,"Merlot","red",2.229,8.38,14,117.32,4.06,2013
"8525",2013-08-08,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,12,89.16,4.5798,2013
